keyword,kind,origin,pattern,case_sensitive,tweets,authors,likes,views,english_share,ai_context_share,estimated_precision,peak_day,peak_share_per_100k,peak_lift,verdict,reason,top_posts
OAI,company,discovered,\bOAI\b,True,1652,601,61201,13412728,0.9322,0.7318,0.93,2026-09-16,3.3337,3.02,use,"DISCOVERED. 1,652 originals at 73% ai_context_share; the common abbreviation of OpenAI.","[{""id"": ""2097190864598560892"", ""day"": ""2026-09-08"", ""likes"": 11445, ""excerpt"": ""If I am reading this correctly, Tristan Buckmaster is alleging OAI has a resolution of Navier-Stokes(via Córdoba and Martínez-Zoroa’s program) which maybe used ""}, {""id"": ""2091194172917338520"", ""day"": ""2026-08-22"", ""likes"": 7018, ""excerpt"": ""I’m actually pretty upset Apple allowed this. While the feature is cool, the technical functionality that enables it is not cool. \n\nIf I was Tim Apple, OAI woul""}, {""id"": ""2089587226027905444"", ""day"": ""2026-08-18"", ""likes"": 2550, ""excerpt"": ""OpenAI just announced a 50% price cut for GPT 5.6 Sol exclusively on OpenRouter and Vercel's AI Gateway. This is potentially a clever marketing ploy. Despite be""}]"
superintelligence,concept,seeded,\bsuper[- ]?intelligence\b,False,1553,1235,1522398,305479128,0.9337,0.4701,1.0,2026-09-09,26.3261,24.0,use,"1,553 originals, 40/40; peak lift 24 on 2026-09-09.","[{""id"": ""2097476196791709843"", ""day"": ""2026-09-09"", ""likes"": 801270, ""excerpt"": ""I resigned from Anthropic today. I spent the last three years doing pretraining research at both OpenAI and Anthropic. Neither company is acting responsibly. Th""}, {""id"": ""2098973625252708460"", ""day"": ""2026-09-13"", ""likes"": 72093, ""excerpt"": ""Dario has written that we need to “pace the frontier,” and Sam has agreed. People may be surprised by my response: go ahead.\n\nYou guys are the frontier. By any ""}, {""id"": ""2097497037956891126"", ""day"": ""2026-09-09"", ""likes"": 59277, ""excerpt"": ""Jacob is correct here—we really do earnestly believe AI could kill all humans! I personally think it is &gt;10% within the next decade. I believe Anthropic is t""}]"
ИИ,concept,seeded,(?:^|[^\p{L}\p{N}])ИИ(?:[^\p{L}\p{N}]|$),True,1547,918,67760,4293872,0.0006,0.0562,1.0,2026-09-09,2.1061,2.11,use,"1,547 originals, 40/40 Russian; needs the Unicode-boundary pattern because RE2's \b is ASCII-only.","[{""id"": ""2092534653525881016"", ""day"": ""2026-08-26"", ""likes"": 6333, ""excerpt"": ""японский младшеклассник на улице объяснял маме, что ИИ-иллюстрации не вызывают доверия к бренду, поэтому лучше попросить нарисовать живого художника 😌 молодое п""}, {""id"": ""2089645509292052522"", ""day"": ""2026-08-18"", ""likes"": 4777, ""excerpt"": ""КАКАЯ ЖЕ ХУЙНЯ\nМама с сыном трудились 5 лет чтобы создать мультфильм и показать его на большом экране\nУчились новому, прикладывали усилия и стремились что то со""}, {""id"": ""2089809010077679961"", ""day"": ""2026-08-18"", ""likes"": 2874, ""excerpt"": ""Монеточку заклювали за ИИ клип \nИ побежали скупать билеты на концерт нациста и насильника )""}]"
AI safety,concept,seeded,\bAI safety\b,False,1532,1202,368521,56371717,0.9719,0.9373,0.99,2026-09-14,14.455,9.81,use,93.7% of its tweets already carry another core AI term; unambiguous phrase.,"[{""id"": ""2097759699626328575"", ""day"": ""2026-09-09"", ""likes"": 32190, ""excerpt"": ""This post looks like the start of a VERY sophisticated and well-funded PR operation to get support for Democrats to regulate AI into oblivion. Let me show you h""}, {""id"": ""2099455308284219727"", ""day"": ""2026-09-14"", ""likes"": 29683, ""excerpt"": ""People keep misunderstanding this. I CONTRIBUTED to Bostrom’s Superintelligence book and he thanks me by name in the foreword. \n\nI was thinking about AI safety ""}, {""id"": ""2097913768852480455"", ""day"": ""2026-09-10"", ""likes"": 22972, ""excerpt"": ""Former OpenAI and Anthropic researcher Jacob Coxon, who publicly resigned from Anthropic yesterday with a stark warning about AI safety, was interviewed by Ande""}]"
Nano Banana,product,seeded,\bnano[- ]?banana\b,False,1505,761,88639,7282083,0.6784,0.2831,1.0,2026-09-11,2.3096,2.25,use,"1,505 originals, 40/40 sampled (Gemini's image model).","[{""id"": ""2089924124982321213"", ""day"": ""2026-08-19"", ""likes"": 5216, ""excerpt"": ""quero ver o bts reclamar agora das pessoas fazendo imagens e vídeos de ia deles,  inclusive para prejudica-los, quando eles tão promovendo o gemini que tem o na""}, {""id"": ""2089387331023261887"", ""day"": ""2026-08-17"", ""likes"": 2083, ""excerpt"": ""One prompt → your next landing page.\n\nWe hooked up Gemini 3.7 Flash with Nano Banana and Omni in @Antigravity to build an interactive landing page from scratch,""}, {""id"": ""2094518013068484826"", ""day"": ""2026-08-31"", ""likes"": 1806, ""excerpt"": ""The \""marketing engineer\"" is the NEW forward deployed engineer, and I think the BEST ones will make $1M a year!\n\nA forward deployed engineer embeds with your tea""}]"
Vera Rubin,product,discovered,\bvera rubin\b,False,1316,929,117680,26678567,0.6041,0.5821,1.0,2026-08-24,2.4422,5.43,use,"DISCOVERED. 1,316 originals, 40/40 sampled are Nvidia's GPU platform; the astronomer/observatory sense never appeared.","[{""id"": ""2091939113008238838"", ""day"": ""2026-08-24"", ""likes"": 34209, ""excerpt"": ""SpaceX, in partnership with Nvidia, has designed a space-optimized Vera Rubin NVL72 system for launch to orbit in Q4 next year, with significant scale in 2028""}, {""id"": ""2091243942595445165"", ""day"": ""2026-08-22"", ""likes"": 5069, ""excerpt"": ""BREAKING: Nvidia, $NVDA, is hiking prices of many servers containing its AI chips by more than 15% as memory costs soar, per Bloomberg.\n\nThe price hikes will go""}, {""id"": ""2095984882769866938"", ""day"": ""2026-09-04"", ""likes"": 5020, ""excerpt"": ""We have delivered the world's first production @nvidia Vera Rubin NVL72 racks to @CoreWeave. Special thanks to our @DellTech teams who make it happen! 🚀 https:/""}]"
Luma,company,seeded,\bluma\b,False,1255,927,69458,10584863,0.3896,0.0797,0.08,2026-09-08,2.1896,2.44,drop,"1,255 originals, 0/40 sampled are Luma AI.","[{""id"": ""2091405604418171026"", ""day"": ""2026-08-23"", ""likes"": 8335, ""excerpt"": ""PAID VERSION → FREE ALTERNATIVE\n\n1. ChatGPT Plus → Google Gemini\n2. Netflix Premium → Tubi\n3. Spotify Premium → SoundCloud\n4. YouTube Premium → NewPipe\n5. Canva""}, {""id"": ""2089411941903298839"", ""day"": ""2026-08-17"", ""likes"": 4755, ""excerpt"": ""Which duo is better, Rosalina and Luma, or Rosalina and bike suit? 🤔 #rosalina https://t.co/oIfwMHz3Tj""}, {""id"": ""2091525355089604783"", ""day"": ""2026-08-23"", ""likes"": 3699, ""excerpt"": ""Bağırma sebebi ne biliyo musunuz\nAşağıdaki köfte yiyen adamların kedilere köfte vermesi.. kimse oğluma köfte vermedi?? Şimdi ona köfte almaya gidiyoru https://t""}]"
Amodei,person,seeded,\bamodei\b,False,1186,942,474136,77100425,0.7378,0.7681,0.96,2026-09-12,33.1981,66.89,use,"1,186 originals at 77% ai_context_share, peak lift 67 on 2026-09-12; unambiguous surname.","[{""id"": ""2098873923953688898"", ""day"": ""2026-09-12"", ""likes"": 34848, ""excerpt"": ""If Sam Altman, Dario Amodei, and Elon Musk all agree that we have to slow down - and now - something serious clearly happened with a frontier AI model. \n\nJourna""}, {""id"": ""2098877042179678560"", ""day"": ""2026-09-12"", ""likes"": 28880, ""excerpt"": ""Something clearly happened with a frontier AI model that hasn't been made public and it spooked them so much that it made Elon Musk, Dario Amodei, and Sam Altma""}, {""id"": ""2095542398084415952"", ""day"": ""2026-09-03"", ""likes"": 27344, ""excerpt"": ""Pause AI Development NOW\n\nI want to share with you a conversation I heard about recently. Here are just a few lines that were said:\n\n“OH MY GOD! There is a shar""}]"
AI Overviews,product,discovered,\bAI overviews?\b,False,1173,902,476592,19612963,0.7852,0.8014,0.98,2026-09-03,1.594,2.33,use,"DISCOVERED. 1,173 originals at 80% ai_context_share; Google's search feature.","[{""id"": ""2090982805459329380"", ""day"": ""2026-08-22"", ""likes"": 157626, ""excerpt"": ""*searches simple question on google*\n\n\""AI overview\""\n\""AI overview\""\n\""AI overview\""\n\""AI overview\""\n\""AI overview\""\n\""AI overview\""\n\""AI overview\""\n\""AI overview\""\n\""AI overvi""}, {""id"": ""2090118586300031187"", ""day"": ""2026-08-19"", ""likes"": 132856, ""excerpt"": ""Finally found a way to get rid of the fucking AI overview on mobile Google https://t.co/bFd0GYF9W7""}, {""id"": ""2090126769659453896"", ""day"": ""2026-08-19"", ""likes"": 78733, ""excerpt"": ""i tried to turn off the ai overview by adding random things at the end but uh it didnt work https://t.co/JfSVFMth1G""}]"
AI bubble,concept,seeded,\bAI[- ]bubble\b,False,1169,1029,291424,20496132,0.9701,0.9136,0.99,2026-09-14,2.1302,2.79,use,91.4% ai_context_share; unambiguous phrase and a real discourse theme (peak 2026-09-14).,"[{""id"": ""2093159093540139124"", ""day"": ""2026-08-28"", ""likes"": 108448, ""excerpt"": ""It's 2027. The AI bubble has popped. The US dollar has bust. It's 500 dollars to buy a burger and it makes you immediately have diarrhea. The sun has been renam""}, {""id"": ""2096508858474910193"", ""day"": ""2026-09-06"", ""likes"": 46519, ""excerpt"": ""yeah bro the ai bubble is gonna burst any minute bro haha it'll all be back to normal any week now bro haha""}, {""id"": ""2094045943481954343"", ""day"": ""2026-08-30"", ""likes"": 29465, ""excerpt"": ""Of course the AI bubble just HAD to happen when it was my turn to be an adult. All I wanted as a kid was a fucking PC and now I STILL can't get one of those son""}]"
Nebius,company,discovered,\bnebius\b,False,1164,653,87064,19154887,0.8187,0.3308,0.95,2026-09-08,3.9928,5.18,use,"DISCOVERED. 1,164 originals, 40/40 sampled are the AI cloud.","[{""id"": ""2094853671439769932"", ""day"": ""2026-09-01"", ""likes"": 3934, ""excerpt"": ""Leopold Aschenbrenner's complete updated holdings\n\nTop tier:\n• SanDisk $SNDK [Long, 28.1%]\n• Micron $MU [Long, 27.6%]\n\nSecond tier:\n• Bloom Energy $BE [Long, 9.""}, {""id"": ""2097279329512103978"", ""day"": ""2026-09-08"", ""likes"": 3513, ""excerpt"": ""We are partnering with Palantir to bring trusted AI cloud infrastructure to Palantir’s commercial customers.\n\nPalantir has named Nebius its preferred sovereign ""}, {""id"": ""2099871406712402360"", ""day"": ""2026-09-15"", ""likes"": 3108, ""excerpt"": ""Leopold Aschenbrenner's complete updated holdings including newly added option calls\n\nTop tier:\n• SanDisk $SNDK [Long, 28.1%]\n• Micron $MU [Long, 27.6%]\n\nSecond""}]"
intelligence artificielle,concept,seeded,intelligence artificielle,False,1081,789,128481,18967683,0.0028,0.1184,1.0,2026-09-09,4.3877,4.77,use,"1,081 originals, 40/40 French.","[{""id"": ""2097603126932947112"", ""day"": ""2026-09-09"", ""likes"": 24039, ""excerpt"": ""🚨🇺🇸🤖 FLASH - \""Les gens qui construisent l’IA croient sincèrement qu’elle pourrait tous nous tuer d’ici à la fin de la décennie\"", alerte Jacob Coxon, chercheur d""}, {""id"": ""2096359570851402194"", ""day"": ""2026-09-05"", ""likes"": 20161, ""excerpt"": ""🇫🇷 Julien Odoul (RN) publie un photomontage dans lequel une femme voilée est artificiellement DÉVOILÉE, son hijab ayant été supprimé numériquement à l’aide de l""}, {""id"": ""2094362027816808662"", ""day"": ""2026-08-31"", ""likes"": 6441, ""excerpt"": ""Lorsqu'une commande surprenante de 1 000 livres anciens arrive sur le bureau d'un libraire spécialisé, l'incompréhension est totale. L'acheteur mystérieux ne s'""}]"
Ollama,company,discovered,\bollama\b,False,1075,788,60586,13209681,0.4986,0.4344,0.98,2026-09-03,1.9925,2.63,use,"DISCOVERED. 1,075 originals, 39/40 sampled.","[{""id"": ""2092477355725844955"", ""day"": ""2026-08-26"", ""likes"": 9505, ""excerpt"": ""Palantir sells governments a war room that costs millions a year.\n\nSo, a guy named Elie just rebuilt it, put it on GitHub, and gave it away.\n\nIt's called World ""}, {""id"": ""2090857982385066474"", ""day"": ""2026-08-21"", ""likes"": 3575, ""excerpt"": ""UC Berkeley open-sourced FreeToken. Wild results:\n\nA single RTX PRO 6000 runs the 753B GLM-5.2 at 14.9 tok/s!\n\nAn 8GB RTX 4060 laptop (~$1,000) runs Qwen3.6-35B""}, {""id"": ""2091150763418620133"", ""day"": ""2026-08-22"", ""likes"": 2970, ""excerpt"": ""UC Berkeley just open-sourced FreeToken.\n\n(2–4x faster local LLM inference than Ollama)\n\nthe results are wild:\n\n- Qwen3.6-35B on an 8GB GPU at 39.3 tokens/s\n- D""}]"
Cerebras,company,seeded,\bcerebras\b,False,1064,730,67206,13410069,0.7331,0.3694,1.0,2026-08-19,2.8016,4.04,use,"1,064 originals, 40/40 sampled.","[{""id"": ""2099833408453038489"", ""day"": ""2026-09-15"", ""likes"": 4852, ""excerpt"": ""you can just hallucinate the entire internet with Qwen 3.8 27b running at 2,000 tokens/second?\n\npart 2 of turning @cerebras + @Alibaba_Qwen 3.8 27B into an OS:\n""}, {""id"": ""2092311315545239771"", ""day"": ""2026-08-25"", ""likes"": 4559, ""excerpt"": ""Excited about our Jalapeno results today. An incredible achievement from the team, taking a new chip from concept all the way to very impressive performance on ""}, {""id"": ""2091307423315468715"", ""day"": ""2026-08-22"", ""likes"": 3041, ""excerpt"": ""sharing a new long-form blog post: ai chip architectures\n\nit covers the leading chip architectures (nvidia, amd, tpus, trainium, cerebras, groq) across architec""}]"
ElevenLabs,company,seeded,\beleven ?labs\b,False,1043,691,92861,52235995,0.6069,0.4947,1.0,2026-09-10,4.4787,6.01,use,"1,043 originals, 40/40 sampled.","[{""id"": ""2098689336858309094"", ""day"": ""2026-09-12"", ""likes"": 12086, ""excerpt"": ""this is f**king insane.\n\na solo dev just open sourced a 100% FREE ElevenLabs replacement that runs entirely on your own machine.\nthe GitHub repo is at 19.4K sta""}, {""id"": ""2091405604418171026"", ""day"": ""2026-08-23"", ""likes"": 8335, ""excerpt"": ""PAID VERSION → FREE ALTERNATIVE\n\n1. ChatGPT Plus → Google Gemini\n2. Netflix Premium → Tubi\n3. Spotify Premium → SoundCloud\n4. YouTube Premium → NewPipe\n5. Canva""}, {""id"": ""2094091484320657619"", ""day"": ""2026-08-30"", ""likes"": 6968, ""excerpt"": ""【速報】\nAI特有の「ダサいUI」を撲滅する神サイト登場！！\n\nhttps://t.co/8WxobIFFhT\n\n世界の名作プロダクト2,000件以上のデザイン言語を、Claude CodeやCodexが解釈できる「DESIGN.md」として一括ダウンロード可能に\n\n・Linear、Notion、ElevenLabs等""}]"
DeepMind,company,seeded,\bdeepmind\b,False,1026,820,220029,28865318,0.655,0.615,0.97,2026-09-10,5.0759,7.94,use,"1,026 originals at 62% ai_context_share; the string is unambiguous so it was not sampled.","[{""id"": ""2097557335732359491"", ""day"": ""2026-09-09"", ""likes"": 44908, ""excerpt"": ""I left Google DeepMind in June. Jacob is right: many researchers believe they are building something that could kill everyone on the planet. It was literally my""}, {""id"": ""2097720574500102615"", ""day"": ""2026-09-09"", ""likes"": 23133, ""excerpt"": ""I worked at Google DeepMind and now at Anthropic. This is a common sentiment amongst my peers. \n\n(I write this in personal capacity.)\n\nThere is not yet a viable""}, {""id"": ""2099630773078986874"", ""day"": ""2026-09-14"", ""likes"": 11822, ""excerpt"": ""BREAKING: Google DeepMind AGI safety researcher resigns, warning AI “has the potential to kill us all” &amp; that humanity may be running out of time.""}]"
Mistral,company,seeded,\bmistral\b,False,1025,847,152170,10669483,0.4273,0.4,0.67,2026-09-08,10.6903,15.23,use_with_context,"1,025 originals but only 18/40 sampled are the lab.","[{""id"": ""2095873189762970021"", ""day"": ""2026-09-04"", ""likes"": 84042, ""excerpt"": ""I have never seen anything like this \n\nLindsay Clancy's lawyer just completely violated the jury deliberations by reading in court that it is an 11-1 split of N""}, {""id"": ""2097188835897586083"", ""day"": ""2026-09-08"", ""likes"": 5261, ""excerpt"": ""Today marks a major step for Mistral: we’re announcing a €3B Series D, the largest equity round ever raised by a European tech company, just three years after l""}, {""id"": ""2089531276491424221"", ""day"": ""2026-08-18"", ""likes"": 3934, ""excerpt"": ""No sé hmna tuvimos a Gabriela Mistral y yo con eso me doy por pagada jsjsj""}]"
Replit,company,seeded,\breplit\b,False,1023,550,62471,12600651,0.871,0.3001,0.98,2026-09-10,4.1802,4.99,use,"1,023 originals, 40/40 sampled.","[{""id"": ""2095166860740174273"", ""day"": ""2026-09-02"", ""likes"": 9738, ""excerpt"": ""I’m excited to finally announce the newest edition my Stanford course 𝗧𝗵𝗲 𝗠𝗼𝗱𝗲𝗿𝗻 𝗦𝗼𝗳𝘁𝘄𝗮𝗿𝗲 𝗗𝗲𝘃𝗲𝗹𝗼𝗽𝗲𝗿. It has been 9 months in the making.\n\nLast November, with th""}, {""id"": ""2091405604418171026"", ""day"": ""2026-08-23"", ""likes"": 8335, ""excerpt"": ""PAID VERSION → FREE ALTERNATIVE\n\n1. ChatGPT Plus → Google Gemini\n2. Netflix Premium → Tubi\n3. Spotify Premium → SoundCloud\n4. YouTube Premium → NewPipe\n5. Canva""}, {""id"": ""2090076648276185555"", ""day"": ""2026-08-19"", ""likes"": 4694, ""excerpt"": ""Replit Free Mode, powered by @OpenAI GPT-5.6 Luna. \n\nLet’s make intelligence accessible to everyone. https://t.co/UDcrYl5HZL""}]"
neural network,concept,seeded,\bneural net(?:work)?s?\b,False,1021,829,111130,15270596,0.9687,0.331,0.92,2026-09-11,2.3096,3.31,use,"1,021 originals, 35/40 sampled are the AI sense.","[{""id"": ""2090689729461411951"", ""day"": ""2026-08-21"", ""likes"": 11438, ""excerpt"": ""In 1948, a 32-year-old at Bell Labs published a paper nobody fully understood.\n\nEngineers found it too mathematical. Mathematicians found it too engineering-foc""}, {""id"": ""2099600298855829616"", ""day"": ""2026-09-14"", ""likes"": 8062, ""excerpt"": ""Dan Selsam is a current OpenAI capabilities researcher. (since 2022) He was my boss for a while. He doesn't have a twitter account but has made this public stat""}, {""id"": ""2097349578572112280"", ""day"": ""2026-09-08"", ""likes"": 3988, ""excerpt"": ""we trained a fruit fly to understand emotion\n\nWe created a neural network from the male drosophila connectome, then trained it on human emotions. It was shockin""}]"
Manus,product,seeded,\bmanus\b,False,1002,708,31121,2905267,0.3423,0.2425,0.79,2026-09-01,1.4622,2.17,use_with_context,"1,002 originals, 29/40 sampled are the agent product.","[{""id"": ""2093036853901549687"", ""day"": ""2026-08-27"", ""likes"": 3702, ""excerpt"": ""After attacking Hindus on streets &amp; throwing Eggs on Ganpati Murtis\n\nLocal Mumbaikars in Lalbag Parel gave Proper treatment to these Bangladeshi Radicals\n\nP""}, {""id"": ""2090720555829961001"", ""day"": ""2026-08-21"", ""likes"": 1935, ""excerpt"": ""だめな点\n・名前\n・運営の人が未成年なのに、r18に言及\n・利用規約が存在しない、もしくはあるとしても考えられていないものの可能性が高い\n・色々と初心者の可能性が高い\n・ほぼパクってる\n・不具合を治せる技術があるかも不明\n・ネットリテラシーが明らかにない\n・信用度が低い\n・ai任せ/manus""}, {""id"": ""2089411175926644986"", ""day"": ""2026-08-17"", ""likes"": 1762, ""excerpt"": ""her voicelines say her legs were gonna be the next limbs to be changed so her garment shows an alternative universe where manus did it""}]"
NotebookLM,product,seeded,\bnotebooklm\b,False,996,737,46841,4054479,0.2801,0.3865,1.0,2026-09-02,1.7514,2.79,use,"996 originals, 40/40 sampled.","[{""id"": ""2090466205790339237"", ""day"": ""2026-08-20"", ""likes"": 6765, ""excerpt"": ""Se lo recomendé a mis amigos y se los recomiendo también a ustedes.\n\nSi sos estudiante universitario o conoces a alguien que lo sea, canjea el año gratis de Goo""}, {""id"": ""2091176938656194672"", ""day"": ""2026-08-22"", ""likes"": 6211, ""excerpt"": ""Usei o NotebookLM hoje para estudar Lei Orgânica e nunca entendi algo com tanta facilidade https://t.co/YSepWQKrSz""}, {""id"": ""2091935820504789287"", ""day"": ""2026-08-24"", ""likes"": 5672, ""excerpt"": ""🔴 NO NECESITAS NADA MÁS\n\n1.  Claude (resolver cualquier cosa)\n2. NotebookLM (estudiar cualquier cosa)\n3. Perplexity (investigar cualquier cosa)\n4. ChatGPT (gene""}]"
GPT-4,product,seeded,\bgpt[- ]?4(?:o|\.[0-9])?\b,False,924,588,61728,14366252,0.6071,0.4589,1.0,2026-09-11,2.0209,2.92,use,"924 originals, 40/40; most of it is the #keep4o campaign.","[{""id"": ""2095023204993490967"", ""day"": ""2026-09-02"", ""likes"": 6399, ""excerpt"": ""I want to prevent a race into unmonitorability kicked off by confused reporting. The depth of the computation graph for our present frontier models, including A""}, {""id"": ""2096500326761443772"", ""day"": ""2026-09-06"", ""likes"": 5324, ""excerpt"": ""no. of days between model releases:\n\nOpenAI\nGPT-3 → GPT-4: 1,006 days\nGPT-4 → GPT-5: 877 days\nGPT-5.6 Sol → GPT-6 Astra: 56 days\n\nAnthropic\nClaude 3 → Claude 4:""}, {""id"": ""2092326145270456377"", ""day"": ""2026-08-25"", ""likes"": 4219, ""excerpt"": ""🚨 SCOOP: OpenAI recently finished its next pretrain, codename \""Bel\"" - the successor to \""Doug\"", which is expected to be the base for Astra and GPT-6 (w/ further ""}]"
Meta AI,company,seeded,\bmeta ai\b,False,843,727,32081,5934689,0.5694,0.8256,0.95,2026-09-15,1.6506,3.18,use,843 originals at 83% ai_context_share.,"[{""id"": ""2089855336882868423"", ""day"": ""2026-08-18"", ""likes"": 5895, ""excerpt"": ""Hi, I’m John!  I’m a L7 Senior Staff software engineer at Meta. \n\nMy weird hobby is making AI Tech content on YouTube and Substack and I wanted to start sharing""}, {""id"": ""2096044391823745290"", ""day"": ""2026-09-05"", ""likes"": 1616, ""excerpt"": ""WHAT THE HECK? A mom posted her kid singing in the car. Meta AI asked under the reel who the child was and started assembling the family.\n\nKalie Robins says it ""}, {""id"": ""2097877531181375736"", ""day"": ""2026-09-10"", ""likes"": 1380, ""excerpt"": ""JUST IN: Ex-Meta AI researcher warns OpenAI could “cripple an entire nation if they wanted” by unleashing an unaligned swarm of autonomous AI agents.""}]"
o3,product,seeded,\bo3\b,True,805,372,37113,5366807,0.5217,0.205,0.62,2026-09-02,1.3135,2.81,use_with_context,"805 originals, 21/40 sampled are the model (there is a real farewell wave as o3 is retired).","[{""id"": ""2097375837670785447"", ""day"": ""2026-09-08"", ""likes"": 9785, ""excerpt"": ""Yes, this result cost millions of dollars.\n\nBut remember that when @OpenAI announced o3 it cost ~$500,000 to score 87.5% on ARC-AGI 1. Today, Astra scores highe""}, {""id"": ""2092349925610676482"", ""day"": ""2026-08-25"", ""likes"": 3454, ""excerpt"": ""rumors i’ve been hearing on the rate of progress inside anthropic and openai are truly bonkers. i think we’ll see a jump at the size of one from o3 to fable aga""}, {""id"": ""2097182563962110447"", ""day"": ""2026-09-08"", ""likes"": 1519, ""excerpt"": ""I am old enough to remember when people told me GPT-5 was going to be AGI.\n\nI am old enough to remember when people told me o3 was AGI.\n\nAnd I still remember ye""}]"
Apodex,company,discovered,\bapodex\b,False,797,336,18399,5069229,0.5885,0.3513,0.98,2026-08-26,2.4321,16.32,use,"DISCOVERED. 797 originals, 39/40 sampled; an agentic lab (Apodex 1.1) absent from the seed list, peak lift 16.","[{""id"": ""2091916791308313018"", ""day"": ""2026-08-24"", ""likes"": 1915, ""excerpt"": ""Meet Apodex 1.1: Scaling Agentic Intelligence for Complex Work\n\nOpen Source Harness: https://t.co/4V9suLx8o5\nOpen Weights: https://t.co/9CNZ9E5drH\n\nWe’re excite""}, {""id"": ""2091927056854773779"", ""day"": ""2026-08-24"", ""likes"": 484, ""excerpt"": ""夜半狂想曲！\nApodex居然官宣开源了！！\n\n这是我觉得为数不多真正能称得上“研究型AI”的模型，之前测试过，那种体验就像第一次用Manus，非常惊艳！！\n这么好的产品不闭源用来收费，居然开源了！\n\n不仅开源，还重大升级了，不光能研究，还直接能干活！！""}, {""id"": ""2092113894592352709"", ""day"": ""2026-08-25"", ""likes"": 342, ""excerpt"": ""wow，刚发布的 Apodex 1.1 把一整套开箱即用的多 Agent 架构（35B 权重 + 单机 harness）全开源了，支持本地单机部署！！！\n\n大家都在看它跑分，我直接拿它做了一次AI副业赚钱项目真实长任务实测：\n2000 块启动资金、每周 15 小时、零粉丝不会编程，普通人做什么 AI 副业最值得先试？ ""}]"
AI bro,concept,seeded,\bAI bros?\b,False,700,625,500680,15591172,0.9171,0.6971,0.95,2026-09-09,2.1061,3.87,use,700 originals at 70% ai_context_share; unambiguous slang.,"[{""id"": ""2095447554276413659"", ""day"": ""2026-09-03"", ""likes"": 138538, ""excerpt"": ""I like how when you break an AI bros way of generating shit, he'll cry about it. When you break an artist's implements, they somehow find a creative way to keep""}, {""id"": ""2094438566050812098"", ""day"": ""2026-08-31"", ""likes"": 104318, ""excerpt"": ""these ai bros just don’t get it do they""}, {""id"": ""2094224971077706151"", ""day"": ""2026-08-31"", ""likes"": 55662, ""excerpt"": ""This image makes no sense because you can still use the pencil after it’s broken. Hell you kind of get two pencils.\n\nIf the internet is out, Ai bros actually ca""}]"
deep learning,concept,discovered,\bdeep learning\b,False,696,498,50378,4679228,0.8922,0.4368,0.96,2026-09-03,2.1918,4.53,use,"DISCOVERED. 696 originals, 37/40 sampled.","[{""id"": ""2091921787978445119"", ""day"": ""2026-08-24"", ""likes"": 4568, ""excerpt"": ""If you're 17 (or any age) and you want to learn to build LLMs from scratch, read chapters 15-16 of Deep Learning with Python, available online here: https://t.c""}, {""id"": ""2090389890139906093"", ""day"": ""2026-08-20"", ""likes"": 3424, ""excerpt"": ""This video made me rethink last 8 years of my life studying deep learning""}, {""id"": ""2095961376208646248"", ""day"": ""2026-09-04"", ""likes"": 3130, ""excerpt"": "">be dr. fei-fei li\n>born in beijing, raised in chengdu\n>dad moves to new jersey, follow at age 16\n>speak almost no english\n>parents open a dry cleaner\n>work the""}]"
Kling,company,discovered,\bkling\b,False,669,440,58719,47321252,0.5396,0.4738,0.93,2026-09-05,1.4226,3.49,use,"DISCOVERED. 669 originals, 35/40 sampled are Kuaishou's video model.","[{""id"": ""2092472726430925059"", ""day"": ""2026-08-26"", ""likes"": 9538, ""excerpt"": ""I vibe-coded an AI Elden Ring inspired RPG in 3 months. Zero hand-written code🧵\n\nLogic: Claude Opus 4.8, Cursor, DeepSeek-V4 \n\nWorld/Physics: Seedance 2.5, Klin""}, {""id"": ""2091405604418171026"", ""day"": ""2026-08-23"", ""likes"": 8335, ""excerpt"": ""PAID VERSION → FREE ALTERNATIVE\n\n1. ChatGPT Plus → Google Gemini\n2. Netflix Premium → Tubi\n3. Spotify Premium → SoundCloud\n4. YouTube Premium → NewPipe\n5. Canva""}, {""id"": ""2093748160363630856"", ""day"": ""2026-08-29"", ""likes"": 2895, ""excerpt"": ""Este tipo generó con IA un vídeo de los 90 que nunca existió.\nY desconocidos en Reddit sintieron nostalgia por una vida que jamás vivieron.\n\n\""Nostalgia de una v""}]"
deep research,product,seeded,\bdeep research\b,False,653,557,26359,11761081,0.7366,0.3139,0.76,2026-09-03,1.594,3.56,use_with_context,"653 originals, ~19/29 readable samples are the product rather than the phrase.","[{""id"": ""2098183353665261979"", ""day"": ""2026-09-10"", ""likes"": 2762, ""excerpt"": ""Grok Bot is now more powerful for sales teams.\n\nConnect your Bots to Salesforce, HubSpot, Gong, Clay, Granola, and other GTM tools. Stay on top of accounts, com""}, {""id"": ""2099811286150164736"", ""day"": ""2026-09-15"", ""likes"": 2620, ""excerpt"": ""Omo! What kind of person is Peter Obi?\n\nSoludo set up a committee to investigate Peter Obi's tenure, because he wants to score cheap political points for Tinubu""}, {""id"": ""2099631885626274299"", ""day"": ""2026-09-14"", ""likes"": 1811, ""excerpt"": ""Deep Research 🤝  Gemini Live.\n\nUse your voice to explore a topic — in depth — with Gemini Live's Deep Research integration.\n\n1. Just ask the @GeminiApp to run a""}]"
